,author_name,short_id,institution,share_pct,location,repec_institution_id,author_url,matched_author,match_score,matched_index
22869,"Rodriguez-Castelan, Carlos",pro873,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pro873.html,rodrigues carlos,71.70967741935483,151016
16012,"Maani, Sholeh A.",pma2809,Institute of Labor Economics (IZA),3%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pma2809.html,maani sholeh,71.42857142857143,124547
8516,"Fields, Gary S.",pfi17,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pfi17.html,fields gary s,71.42857142857143,149909
8541,"Fantino, Davide",pfa86,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/e/pfa86.html,martino david,71.42857142857143,1780
28223,"Winkler, Anne E.",pwi276,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pwi276.html,winkler anne,71.42857142857143,143433
10116,"Gobbi, Giorgio",pgo126,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/e/pgo126.html,fabbri giorgio,71.42857142857143,118761
8528,"Franco, Daniele",pfr25,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/e/pfr25.html,granot daniel,71.42857142857143,40138
22825,"Rees, Daniel I.",pre268,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pre268.html,rees daniel i,71.42857142857143,91598
10959,"Gorin, Clement",pgo914,Paris School of Economics,100,"Paris, France",edi:eeparfr,https://ideas.repec.org/f/pgo914.html,gorin cla ment,71.42857142857143,132852
6635,"Despres, Jacques",pde1047,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pde1047.html,esso jacques,71.42857142857143,88121
8616,"Farinosi, Fabio",pfa321,Joint Research Centre European Commission,100,"Ispra, Italy",edi:eejrcit,https://ideas.repec.org/f/pfa321.html,mariani fabio,71.42857142857143,133222
11289,"Holzer, Harry J.",pho162,Institute of Labor Economics (IZA),4%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pho162.html,holzer harry,71.42857142857143,148137
6595,"Dottori, Davide",pdo265,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pdo265.html,scotti davide,71.42857142857143,40490
16710,"Montes-Galdon, Carlos",pmo1388,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pmo1388.html,montes galda3n carlos,71.42857142857143,101878
22389,"Ransom, Tyler M.",pra541,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pra541.html,ransom tyler,71.42857142857143,33267
18236,"Marz, Waldemar",pma2304,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,50%,"München, Germany",edi:ifooode,https://ideas.repec.org/f/pma2304.html,karpa waldemar,71.42857142857143,126104
28272,"Winters, John V.",pwi198,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pwi198.html,winters john,71.42857142857143,34665
13747,"Krueger, Ulrich",pkr363,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/f/pkr363.html,berger ulrich,71.42857142857143,39397
3380,"Bloom, Nicholas",pbl55,Institute of Labor Economics (IZA),6%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pbl55.html,blom nicolaas,71.42857142857143,8052
11587,"Hotz, V. Joseph",pho4,Institute of Labor Economics (IZA),20%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pho4.html,hotz v joseph,71.42857142857143,105355
24357,"Sartori, Matteo",psa2116,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/psa2116.html,taroni matteo,71.42857142857143,2951
22471,"Rivaud, Sophie",pri355,Banque de France,100,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/pri355.html,guibaud sophie,71.42857142857143,65012
26399,"Tasso, Martino",pta671,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pta671.html,larsson martin,71.42857142857143,116918
25084,"Singh, Abhijeet",psi581,CESifo,1%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/psi581.html,singh baljeet,71.42857142857143,59577
26520,"Tojerow, Ilan D.",pto97,Institute of Labor Economics (IZA),25%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pto97.html,tojerow ilan,71.42857142857143,135436
13282,"Kichko, Sergey",pki383,CESifo,5%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/pki383.html,tishkov sergey,71.42857142857143,11015
24979,"Schindler, Dirk",psc192,CESifo,5%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/psc192.html,chandler nick,71.42857142857143,140431
2914,"Brown, J. David",pbr53,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pbr53.html,brown j david,71.42857142857143,115602
13060,"Kahn, Lawrence",pka63,CESifo,25%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pka63.html,inman lawrence,71.42857142857143,65873
12460,"Iyigun, Murat F.",piy4,Institute of Labor Economics (IZA),33%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/piy4.html,iyigun murat,71.42857142857143,132643
13061,"Kahn, Lawrence",pka63,Institute of Labor Economics (IZA),25%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pka63.html,inman lawrence,71.42857142857143,65873
16047,"Macci, Gabriele",pma2613,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pma2613.html,cucui gabriel,71.42857142857143,47452
839,"Assaad, Ragui A.",pas210,Institute of Labor Economics (IZA),6%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pas210.html,assaad ragui,71.42857142857143,132469
14268,"Koerner, Tobias",pkr180,Deutsche Bundesbank,50%,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/e/pkr180.html,roemer tobias,71.42857142857143,45785
15950,"Lisack, Noemie",pli848,Banque de France,100,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/pli848.html,lisack noa mie,71.42857142857143,118638
11853,"Heuermann, Daniel F.",phe235,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/phe235.html,herman herman,71.25,46364
23331,"Sommerfeld, Katrin",pso419,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),100,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/f/pso419.html,arin j,71.25,39438
28624,"Wren-Lewis, Liam",pwr26,Paris School of Economics,100,"Paris, France",edi:eeparfr,https://ideas.repec.org/e/pwr26.html,mu ren,71.25,143817
8986,"Feir, Donna L",pfe361,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pfe361.html,wei na,71.25,130639
27647,"Vollebergh, Herman R.J.",pvo45,CESifo,5%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pvo45.html,herman herman,71.25,46364
14290,"Kurtulus, Fidan Ana",pku306,Institute of Labor Economics (IZA),50%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pku306.html,wu dan,71.25,73499
18085,"Milcent, Carine",pmi61,Paris School of Economics,100,"Paris, France",edi:eeparfr,https://ideas.repec.org/e/pmi61.html,arin j,71.25,39438
10357,"Guazzarotti, Giovanni",pgu592,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pgu592.html,muazza muazza,71.25,138602
19508,"Oxoby, Robert J.",pox2,Institute of Labor Economics (IZA),7%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pox2.html,norbert,71.25,139558
27879,"Van Roy, Vincent",pva788,Joint Research Centre European Commission,99%,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pva788.html,an xin,71.25,38662
7280,"De Geeter, Damien",pde1401,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pde1401.html,h amin,71.25,17267
1336,"Belles-Obrero, Cristina",pbe1121,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pbe1121.html,rostin rostin,71.25,72023
18429,"Matas Mir, Antonio",pma1889,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pma1889.html,fatas antonio,70.96774193548387,93872
8202,"Fack, Gabrielle",pfa151,Paris School of Economics,50%,"Paris, France",edi:eeparfr,https://ideas.repec.org/e/pfa151.html,baca gabrielle d,70.96774193548387,26094
9719,"Gallo, Raffaele",pga922,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pga922.html,salerno raffaele,70.96774193548387,3168
28412,"Weitzel, Matthias",pwe288,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pwe288.html,heinz matthias,70.96774193548387,49789
9861,"Girardi, Riccardo",pgi54,Joint Research Centre European Commission,100,"Ispra, Italy",edi:eejrcit,https://ideas.repec.org/e/pgi54.html,circi riccardo,70.96774193548387,29813
22983,"Roethig, Andreas",prt1,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/e/prt1.html,ra thig andreas,70.96774193548387,119452
17254,"Marchetti, Sabina",pma3331,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pma3331.html,marchetti rita,70.96774193548387,136180
838,"Amer Mestre, Josep",pam280,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pam280.html,mestres josep,70.96774193548387,49672
12081,"Hupont, Isabelle",phu630,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/phu630.html,brunet isabelle,70.96774193548387,14052
26256,"Trunschke, Markus",ptr413,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),50%,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/f/ptr413.html,poschke markus,70.96774193548387,117255
20768,"Parlapiano, Fabio",ppa1225,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/ppa1225.html,bagliano fabio,70.96774193548387,103785
25643,"Syrichas, Nicolas",psy78,European Central Bank,50%,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/e/psy78.html,treich nicolas,70.96774193548387,135377
25281,"Schoepe, Manfred",psc373,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,100,"München, Germany",edi:ifooode,https://ideas.repec.org/f/psc373.html,scha pe manfred,70.96774193548387,91817
23893,"Sandoz-dit-Bragard, Charlotte",psa1334,Banque de France,90%,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/psa1334.html,guillard charlotte,70.9090909090909,80189
11941,"Harrap, Nicholas Edwin",pha1161,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pha1161.html,zarra nicholas,70.71428571428571,87045
18445,"Mytna Kurekova, Lucia",pmy37,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pmy37.html,kurekova lucie,70.71428571428571,38850
102,"Albizzati, Paola Federica",pal1181,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pal1181.html,rahola federico,70.71428571428571,19678
11579,"Henriques, Luisa",phe423,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/phe423.html,henriques cla udia,70.58823529411764,131281
24054,"Santioni, Raffaele",psa857,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/psa857.html,santoro raffaele,70.58823529411764,12894
23132,"Sobolewski, Maciej",pso597,Joint Research Centre European Commission,95%,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pso597.html,baltowski maciej,70.58823529411764,359
20292,"Pannenberg, Markus",ppa1321,Institute of Labor Economics (IZA),50%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/ppa1321.html,sauerberg markus,70.58823529411764,130267
21802,"Romanini, Giacomo",pro1340,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pro1340.html,mangiante giacomo,70.58823529411764,95738
18453,"Matei, Nicoleta Anca",pma2177,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pma2177.html,matei nicoleta,70.58823529411764,134538
19853,"Penasco, Cristina",ppe948,Banque de France,33%,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/ppe948.html,carrasco cristina,70.58823529411764,36954
16653,"Montanari, Marco",pmo1275,Joint Research Centre European Commission,100,"Bruxelles/Brussel, Belgium",edi:kmpecbe,https://ideas.repec.org/f/pmo1275.html,montanari fabrizio,70.58823529411764,135933
18206,"Martynova, Natalya",pma2292,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/f/pma2292.html,apatova nataliya,70.58823529411764,77363
21425,"Pino, Francisco Jose",ppi206,Institute of Labor Economics (IZA),3%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/ppi206.html,pino francisco,70.58823529411764,32075
14913,"Lamo, Ana",pla290,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pla290.html,lamo ana,70.58823529411764,44108
26222,"Tani, Max",pta555,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pta555.html,tani max,70.58823529411764,33906
13672,"Kirdar, Murat",pki89,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pki89.html,a ztaner serdar murat,70.43478260869566,66067
11501,"Hempell, Hannah Sabine",phe196,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/e/phe196.html,mensah sabine,70.43478260869566,66184
20813,"Pfaehler (Kugler), Franziska",pku414,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,100,"München, Germany",edi:ifooode,https://ideas.repec.org/f/pku414.html,exa franziska,70.43478260869566,107998
810,"Aguilar Esteva, Arturo Alberto",pag113,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pag113.html,russo alberto,70.43478260869566,43214
6004,"Della Valle, Nives",pde1054,Joint Research Centre European Commission,100,"Ispra, Italy",edi:eejrcit,https://ideas.repec.org/f/pde1054.html,bellas allen,70.43478260869566,18969
11714,"Hange, Ulrich",pha283,CESifo,100,"München, Germany",edi:cesifde,https://ideas.repec.org/f/pha283.html,zierahn weilage ulrich,70.43478260869566,110789
11466,"Hellwig, Michael A.",phe643,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),100,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/f/phe643.html,c michael,70.41176470588235,93787
20529,"Pesole, Annarosa",ppe638,Joint Research Centre European Commission,99%,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/ppe638.html,rosa anna,70.41176470588235,52841
19527,"Ozak, Omer",pza115,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pza115.html,a a i zak a a i mer,70.41176470588235,135258
14114,"Kummer, Michael E.",pku165,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),80%,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/e/pku165.html,c michael,70.41176470588235,93787
516,"Arni, Patrick P.",par269,Institute of Labor Economics (IZA),85%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/par269.html,l patrick,70.41176470588235,17063
20628,"Parey, Matthias",ppa379,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/ppa379.html,athias laure,70.37037037037037,12780
26208,"Troske, Kenneth R.",ptr38,Institute of Labor Economics (IZA),15%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/ptr38.html,roskelley kenneth d,70.27027027027026,69069
24140,"Shevtsova, Yevgeniya",psh385,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/psh385.html,yushkova evgeniya,70.27027027027026,68455
12178,"Hoeckel, Lisa Sofie",pho610,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pho610.html,ha ckel lisa sofie,70.27027027027026,19975
3583,"Burgi, Constantin Rudolf Salomo",pbr481,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,10%,"München, Germany",edi:ifooode,https://ideas.repec.org/f/pbr481.html,santing c,70.00000000000001,102984
26941,"Vacca, Valerio Paolo",pva713,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pva713.html,palermo a,70.00000000000001,135116
8059,"Epstein, Gil S.",pep1,Institute of Labor Economics (IZA),23%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pep1.html,stein gil,70.00000000000001,115822
1851,"Boucherie, Louis",pbo1196,European Central Bank,50%,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pbo1196.html,lu cherie,70.00000000000001,49151
13573,"Kind, Hans Jarle",pki151,CESifo,10%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pki151.html,lind hans,70.00000000000001,50796
22569,"Raupach, Peter",pra273,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/f/pra273.html,chu peter,70.00000000000001,2782
25778,"Seah, Kelvin Kc",pse580,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pse580.html,ho kelvin,70.00000000000001,116640
9894,"Gantier Mita, Marcelo",pga936,Paris School of Economics,100,"Paris, France",edi:eeparfr,https://ideas.repec.org/f/pga936.html,ater itai,70.00000000000001,46464
7359,"Dijkstra, Lewis Willem",pdi636,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pdi636.html,sas willem,70.00000000000001,120036
331,"Ardini, Danilo",par710,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/par710.html,nair anil,70.00000000000001,40662
2689,"Barreca, Alan Irwin",pba1012,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pba1012.html,lin erwin,70.00000000000001,47566
19620,"Pabilonia, Sabrina Wulff",ppa558,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/ppa558.html,rinne ulf,70.00000000000001,135303
10758,"Gundert, Hannah",pgu839,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),75%,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/f/pgu839.html,rota anna,70.00000000000001,152447
25855,"Toth, Mate Barnabas",ptt3,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/e/ptt3.html,toth mate,70.00000000000001,100738
6262,"Damm, Anna Piil",pda75,Institute of Labor Economics (IZA),44%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pda75.html,damm anna,70.00000000000001,14548
9446,"Graham, Carol Lee",pgr681,Institute of Labor Economics (IZA),4%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pgr681.html,caroli eve,70.00000000000001,139052
26120,"Thorwarth, Susanne",pth260,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),5%,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/f/pth260.html,ek susanne,70.00000000000001,143421
26689,"Tonini, Davide",pto544,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pto544.html,tondini a,70.00000000000001,139223
6026,"Dixon, Huw David",pdi12,CESifo,5%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pdi12.html,dixon huw,70.00000000000001,39880
6182,"Dalla Zuanna, Antonio",pda1082,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pda1082.html,klas anna,70.00000000000001,28478
17558,"Mestre, Ricardo",pme41,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/e/pme41.html,sa ricardo,70.00000000000001,110426
5785,"Ciocchetta, Federica",pci210,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pci210.html,field erica,70.00000000000001,47209
11567,"Hennrich, Jonas",phe855,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,100,"München, Germany",edi:ifooode,https://ideas.repec.org/f/phe855.html,rich tony,70.00000000000001,67380
1522,"Benassy-Quere, Agnes",pbe105,Paris School of Economics,50%,"Paris, France",edi:eeparfr,https://ideas.repec.org/e/pbe105.html,benassy quere agna s,70.0,119901
22684,"Rocha, Vera",pro622,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pro622.html,chau vera,70.0,117234
1523,"Benassy-Quere, Agnes",pbe105,Banque de France,50%,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/e/pbe105.html,benassy quere agna s,70.0,119901
13369,"Koutmeridis, Theodore",pko910,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pko910.html,koutroukis theodore,70.0,9679
15674,"Lecat, Remy",ple453,Banque de France,100,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/ple453.html,zecca emy,70.0,80471
4590,"Chen, Joyce",pch1104,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pch1104.html,yen joyce,70.0,142828
4063,"Cobb-Clark, Deborah A.",pco192,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pco192.html,cobb clark deborah,70.0,33890
13392,"Kim, Gueyon",pki677,Institute of Labor Economics (IZA),50%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pki677.html,kim suyon,70.0,155089
26425,"Toader, Oana",pto362,Banque de France,66%,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/pto362.html,toader diana cezara,69.95454545454545,147182
1310,"Bell, David Nevin Fraser",pbe71,Institute of Labor Economics (IZA),50%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pbe71.html,sraer david,69.95454545454545,64395
11296,"Heger, Diana",phe188,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),100,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/e/phe188.html,negru ioana,69.56521739130434,13175
7712,"Ebner, Andre",peb23,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/e/peb23.html,neri andrea,69.56521739130434,35388
16351,"Magri, Silvia",pma519,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pma519.html,geri milva,69.56521739130434,16590
5150,"Chitu, Livia",pch1134,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pch1134.html,chiu vivian,69.56521739130434,21500
10284,"Gardo, Sandor",pga825,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pga825.html,faro andra,69.56521739130434,31976
26462,"Taylor, Karl",pta44,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pta44.html,taylor mark,69.56521739130434,34280
26036,"Tamba, Marie",pta725,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pta725.html,amba marius,69.56521739130434,84102
16464,"Maier, Sofia",pma3184,Joint Research Centre European Commission,100,"Bruxelles/Brussel, Belgium",edi:kmpecbe,https://ideas.repec.org/f/pma3184.html,laine sofia,69.56521739130434,24913
11522,"Ham, Andres",pha399,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pha399.html,hamm andreas,69.56521739130434,7315
13625,"Kriechel, Ben",pkr2,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pkr2.html,riehl evan,69.56521739130434,137534
19849,"Plaza, Sonia",ppl41,Institute of Labor Economics (IZA),50%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/ppl41.html,balza sonia,69.56521739130434,147704
18564,"Nes, Kjersti",pne361,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pne361.html,aas kjersti,69.56521739130434,39934
21369,"Pula, Gabor",ppu60,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/e/ppu60.html,uliha ga bor,69.56521739130434,75070
8801,"Frey, Rainer",pfr409,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/f/pfr409.html,frey elaine,69.56521739130434,15853
6082,"Dahl, Gordon B.",pda455,CESifo,5%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/pda455.html,dahl gordon,69.23076923076923,103461
22002,"Ribar, David C.",pri33,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pri33.html,ribar david,69.23076923076923,142902
5893,"Czarnitzki, Dirk",pcz8,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),2%,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/e/pcz8.html,zamroni,69.23076923076923,153046
27978,"Vicard, Augustin",pvi370,Paris School of Economics,100,"Paris, France",edi:eeparfr,https://ideas.repec.org/f/pvi370.html,richard,69.23076923076923,55038
11883,"Huber, Helene",phu237,Paris School of Economics,50%,"Paris, France",edi:eeparfr,https://ideas.repec.org/f/phu237.html,huber evelyne,69.23076923076923,142511
22240,"Roth, Moritz A.",pro1092,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/f/pro1092.html,roth moritz,69.23076923076923,88036
5300,"Crepon, Bruno",pcr135,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pcr135.html,cra pon bruno,69.23076923076923,148507
5896,"Cetin, Dilek",pce75,Joint Research Centre European Commission,22%,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/e/pce75.html,a etii n dilek,69.23076923076923,64025
22865,"Reggiani, Carlo",pre205,Joint Research Centre European Commission,50%,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pre205.html,giani marco,69.23076923076923,134875
5906,"Cette, Gilbert",pce45,Banque de France,1%,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/e/pce45.html,libert t,69.23076923076923,116121
6071,"Delrio, Silvia",pde1135,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pde1135.html,iorio silvia,69.23076923076923,8766
24485,"Savegnago, Marco",psa667,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/psa667.html,vega marco,69.23076923076923,85386
15844,"Lindo, Jason M.",pli492,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pli492.html,lindo jason,69.23076923076923,135560
5157,"Cova, Pietro",pco857,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pco857.html,vertova pietro,69.23076923076923,32762
24702,"Schade, Burkhard",psc732,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/psc732.html,richard,69.23076923076923,55038
